platform,page_url,image_url,file,alt,bytes,status
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-forest-backdrop-01.jpg,official-website/glenwood-guesthouse-2026-fronthouse-forest-backdrop-01-55bbfde502.jpg,Glenwood Guesthouse 2026 Fronthouse Forest Backdrop 01,5342,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-02.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-02-3b5aa7fc1f.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 02,6587,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/lounge_resized.jpg,official-website/lounge_resized-34e8d2a532.jpg,Lounge,48943,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room1-01.jpg,official-website/glenwood-guesthouse-2026-room1-01-06dc76f16c.jpg,Glenwood Guesthouse 2026 Room1 01,3980,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room3-01-twin-02.jpg,official-website/glenwood-guesthouse-2026-room3-01-twin-02-65254cd389.jpg,Glenwood Guesthouse 2026 Room3 01 Twin 02,6513,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-01-double.jpg,official-website/glenwood-guesthouse-2026-room4-01-double-93f749263c.jpg,Glenwood Guesthouse 2026 Room4 01 Double,7053,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room4-02-bathroom-445cb1c970.jpg,Glenwood Guesthouse 2026 Room4 02 Bathroom,7564,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room5-01.jpg,official-website/glenwood-guesthouse-2026-room5-01-c0868307c4.jpg,Glenwood Guesthouse 2026 Room5 01,4976,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room5-02.jpg,official-website/glenwood-guesthouse-2026-room5-02-60060ec48c.jpg,Glenwood Guesthouse 2026 Room5 02,5054,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room7-01-family-suite.jpg,official-website/glenwood-guesthouse-2026-room7-01-family-suite-fd65ef8a09.jpg,Glenwood Guesthouse 2026 Room7 01 Family Suite,7966,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room7-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room7-02-bathroom-243b83ddbc.jpg,Glenwood Guesthouse 2026 Room7 02 Bathroom,4484,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-03-combo.jpg,official-website/glenwood-guesthouse-2026-room4-03-combo-058434a7c1.jpg,Glenwood Guesthouse 2026 Room4 03 Combo,8474,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-cottage-2026-garden-01.jpg,official-website/glenwood-cottage-2026-garden-01-6d48e6764b.jpg,Glenwood Cottage 2026 Garden 01,5366,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/November.jpg,official-website/November-fd7f656f0d.jpg,November.jpg,48918,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/81_CribGochfromCwmffynnon222sxx.jpg,official-website/81_CribGochfromCwmffynnon222sxx-400e448d13.jpg,81_CribGochfromCwmffynnon222sxx.jpg,8696,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-03.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-03-382f7119db.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 03,7053,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/publicgallery,https://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-06.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-06-37077065e8.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 06,5111,downloaded
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=41811&,http://www.snowdonia-bedbreakfast.co.uk/image/w6.jpg,official-website/w6-759de691e0.jpg,We take security seriously at Glenwood Guest House and Self Catering Cottage,13556,downloaded
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room1-01.jpg,official-website/glenwood-guesthouse-2026-room1-01-f265a3d851.jpg,Glenwood Guesthouse 2026 Room1 01,94911,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room2-01-double.jpg,official-website/glenwood-guesthouse-2026-room2-01-double-b4deae6039.jpg,Glenwood Guesthouse 2026 Room2 01 Double,124970,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room4-01-double.jpg,official-website/glenwood-guesthouse-2026-room4-01-double-efc9837bf7.jpg,Glenwood Guesthouse 2026 Room4 01 Double,130752,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room4-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room4-02-bathroom-054cffbf85.jpg,Glenwood Guesthouse 2026 Room4 02 Bathroom,126787,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room5-01.jpg,official-website/glenwood-guesthouse-2026-room5-01-d59942049a.jpg,Glenwood Guesthouse 2026 Room5 01,122042,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room5-02.jpg,official-website/glenwood-guesthouse-2026-room5-02-f549ec366e.jpg,Glenwood Guesthouse 2026 Room5 02,133595,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/twin_and_family_bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room3-01-twin-02.jpg,official-website/glenwood-guesthouse-2026-room3-01-twin-02-879f5ee859.jpg,Glenwood Guesthouse 2026 Room3 01 Twin 02,161971,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/twin_and_family_bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/rsz_469.jpg,official-website/rsz_469-4232cc9132.jpg,room 6,56352,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/twin_and_family_bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room7-01-family-suite.jpg,official-website/glenwood-guesthouse-2026-room7-01-family-suite-ce5cdf52e9.jpg,Glenwood Guesthouse 2026 Room7 01 Family Suite,198835,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/twin_and_family_bedrooms.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-guesthouse-2026-room7-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room7-02-bathroom-67a2c09baa.jpg,Glenwood Guesthouse 2026 Room7 02 Bathroom,99668,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/2023-glenwood-cottage-first-picture.jpg,official-website/2023-glenwood-cottage-first-picture-a4460521e4.jpg,2023 Glenwood Cottage First Picture,178165,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-cottage-2026-bi-fold-pic-01.jpg,official-website/glenwood-cottage-2026-bi-fold-pic-01-7156531510.jpg,Glenwood Cottage 2026 Bi Fold Pic 01,140052,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-cottage-2026-bedroom-01.jpg,official-website/glenwood-cottage-2026-bedroom-01-6259b81639.jpg,Glenwood Cottage 2026 Bedroom 01,129121,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-cottage-2026-bathroom-01.jpg,official-website/glenwood-cottage-2026-bathroom-01-97adf93123.jpg,Glenwood Cottage 2026 Bathroom 01,82006,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/glenwood-cottage-2026-garden-01.jpg,official-website/glenwood-cottage-2026-garden-01-5189b0e1fd.jpg,Glenwood Cottage 2026 Garden 01,242248,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/81_CribGochfromCwmffynnon222sxx.jpg,official-website/81_CribGochfromCwmffynnon222sxx-2e74d3c075.jpg,81_CribGochfromCwmffynnon222sxx.jpg,11420,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/item/glenwood_cottage.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/system_default_template/publicimage/selfclassified_.gif,official-website/selfclassified_-4ccb9b87cd.gif,Self Classified,703,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/RED_ZIP.jpg,official-website/RED_ZIP-abfa78e961.jpg,,17642,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/beicsbetws1/mountain_biking.jpg,official-website/mountain_biking-935a0bdfcc.jpg,,58446,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/clubhouse_and_seat.jpg,official-website/clubhouse_and_seat-9e387efae3.jpg,,39278,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/horses_in_thehills.jpg,official-website/horses_in_thehills-36e28ff584.jpg,,16034,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/Pictures_4_website_017_resize.jpg,official-website/Pictures_4_website_017_resize-e96e2dbe69.jpg,,37269,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/activity_providers/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/Gorgewalking_Afon_Ddu_June0.jpg,official-website/Gorgewalking_Afon_Ddu_June0-7edac92912.jpg,,51543,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/Pin_Mill_350_pixels.jpg,official-website/Pin_Mill_350_pixels-aace1ee0ff.jpg,,40220,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/portmeirion.jpg,official-website/portmeirion-826943e552.jpg,,53198,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/walking1/790968Mountains_panorama.JPG,official-website/790968Mountains_panorama-7fc87a710f.jpg,,21749,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Conwy_Castle.jpg,official-website/Conwy_Castle-8acd19fca4.jpg,,42228,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum5.jpg,official-website/conwy_valley_railway_museum5-7e08096cba.jpg,,25519,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Dolwyddelan.jpg,official-website/Dolwyddelan-8323134773.jpg,,25342,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/tramway/Colin_Paxton_Tram_004.jpg,official-website/Colin_Paxton_Tram_004-9f21c84586.jpg,,64055,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Plas_Mawr_front.jpg,official-website/Plas_Mawr_front-d1a23fe19b.jpg,,49218,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/tina/chochouse054_2.jpg,official-website/chochouse054_2-496c5b3413.jpg,,18633,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/Sealion341.jpg,official-website/Sealion341-89306b2045.jpg,,22306,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/attractions/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/Navy_Green_Loom_6709.jpg,official-website/Navy_Green_Loom_6709-dd91a289e5.jpg,,86947,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Hotel_3.jpg,official-website/Hotel_3-ed76657a0b.jpg,,43341,downloaded
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/logo_stablau.jpg,official-website/logo_stablau-dbab7e679b.jpg,,6195,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/frontnew_2.jpg,official-website/frontnew_2-d8b4668b9a.jpg,,31366,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/front1_2.jpg,official-website/front1_2-4d0558164c.jpg,,28458,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/tuhwnt/Autumn_2007_350.jpg,official-website/Autumn_2007_350-c382961ab0.jpg,,60956,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/G_REST_1.jpg,official-website/G_REST_1-8087b3cbfe.jpg,,34433,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/GGA_Bar_Lounge_NEW.gif,official-website/GGA_Bar_Lounge_NEW-3e03b6ef77.gif,,69331,downloaded
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/Ty_Gwyn_Inn_front.jpg,official-website/Ty_Gwyn_Inn_front-3275f9dd7a.jpg,,33874,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/conwy_boats_by_smallest_house.jpg,official-website/conwy_boats_by_smallest_house-0e627501fd.jpg,,36566,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/Fairy_Falls.jpg,official-website/Fairy_Falls-3e32cb12d3.jpg,,28095,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Kevinsshed/Bodnant.jpg,official-website/Bodnant-a449d09b94.jpg,,45605,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/horseriding.png,official-website/horseriding-7d72747f6b.png,,110602,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/map1.jpg,official-website/map1-160735ba28.jpg,,56637,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/mountain_biking_betws_y_coed.jpg,official-website/mountain_biking_betws_y_coed-3e94aa37cc.jpg,,55741,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/biking.jpg,official-website/biking-e8b7ad4625.jpg,,22568,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Kevinsshed/movie_map_headerfin.jpg,official-website/movie_map_headerfin-463e048d00.jpg,,17610,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/swallo.jpg,official-website/swallo-2a32accf7c.jpg,,13959,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/index.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/nick/cox.jpg,official-website/cox-1d5979f652.jpg,,4622,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-forest-backdrop-01.jpg,official-website/glenwood-guesthouse-2026-fronthouse-forest-backdrop-01-55bbfde502.jpg,Glenwood Guesthouse 2026 Fronthouse Forest Backdrop 01,5342,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-02.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-02-3b5aa7fc1f.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 02,6587,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/lounge_resized.jpg,official-website/lounge_resized-34e8d2a532.jpg,Lounge,48943,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room1-01.jpg,official-website/glenwood-guesthouse-2026-room1-01-06dc76f16c.jpg,Glenwood Guesthouse 2026 Room1 01,3980,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room3-01-twin-02.jpg,official-website/glenwood-guesthouse-2026-room3-01-twin-02-65254cd389.jpg,Glenwood Guesthouse 2026 Room3 01 Twin 02,6513,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-01-double.jpg,official-website/glenwood-guesthouse-2026-room4-01-double-93f749263c.jpg,Glenwood Guesthouse 2026 Room4 01 Double,7053,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room4-02-bathroom-445cb1c970.jpg,Glenwood Guesthouse 2026 Room4 02 Bathroom,7564,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room5-01.jpg,official-website/glenwood-guesthouse-2026-room5-01-c0868307c4.jpg,Glenwood Guesthouse 2026 Room5 01,4976,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room5-02.jpg,official-website/glenwood-guesthouse-2026-room5-02-60060ec48c.jpg,Glenwood Guesthouse 2026 Room5 02,5054,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room7-01-family-suite.jpg,official-website/glenwood-guesthouse-2026-room7-01-family-suite-fd65ef8a09.jpg,Glenwood Guesthouse 2026 Room7 01 Family Suite,7966,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room7-02-bathroom.jpg,official-website/glenwood-guesthouse-2026-room7-02-bathroom-243b83ddbc.jpg,Glenwood Guesthouse 2026 Room7 02 Bathroom,4484,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-room4-03-combo.jpg,official-website/glenwood-guesthouse-2026-room4-03-combo-058434a7c1.jpg,Glenwood Guesthouse 2026 Room4 03 Combo,8474,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-cottage-2026-garden-01.jpg,official-website/glenwood-cottage-2026-garden-01-6d48e6764b.jpg,Glenwood Cottage 2026 Garden 01,5366,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/November.jpg,official-website/November-fd7f656f0d.jpg,November.jpg,48918,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/81_CribGochfromCwmffynnon222sxx.jpg,official-website/81_CribGochfromCwmffynnon222sxx-400e448d13.jpg,81_CribGochfromCwmffynnon222sxx.jpg,8696,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-03.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-03-382f7119db.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 03,7053,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/publicgallery,http://www.snowdonia-bedbreakfast.co.uk/image/upload/glenwood1/thumbnail/glenwood-guesthouse-2026-fronthouse-car-park-06.jpg,official-website/glenwood-guesthouse-2026-fronthouse-car-park-06-37077065e8.jpg,Glenwood Guesthouse 2026 Fronthouse Car Park 06,5111,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/Feature_Pages/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,https://www.snowdonia-bedbreakfast.co.uk/Accommodation/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=74071&,https://www.snowdonia-bedbreakfast.co.uk/image/w5.jpg,official-website/w5-4d4f4ae51a.jpg,We take security seriously at Glenwood Cottage,14355,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/104/Zip_World_Fforest.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/zipsafari.jpg,official-website/zipsafari-fb498c2251.jpg,zipsafari.jpg,102575,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/104/Zip_World_Fforest.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/Forest_Bounce.jpg,official-website/Forest_Bounce-9d29f10d4e.jpg,Forest-Bounce.jpg,108409,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/104/Zip_World_Fforest.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/Skyride_May17_007_500_400_c1.jpg,official-website/Skyride_May17_007_500_400_c1-d2d1a22cc5.jpg,Skyride_May17_007_500_400_c1.jpg,99757,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/104/Zip_World_Fforest.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/TreeHoppersFun_500_400_c1.jpg,official-website/TreeHoppersFun_500_400_c1-8fbf4032d0.jpg,TreeHoppersFun_500_400_c1.jpg,110167,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/104/Zip_World_Fforest.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/ttadventur/Fforest_Coaster_May17_0027_500_400_c1.jpg,official-website/Fforest_Coaster_May17_0027_500_400_c1-cd82faf6a3.jpg,Fforest_Coaster_May17_0027_500_400_c1.jpg,83738,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/38251/Beics_Betws_Mountain_Bike_Hire.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/beicsbetws1/logo.jpg,official-website/logo-c9a7204188.jpg,logo.jpg,11297,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/38251/Beics_Betws_Mountain_Bike_Hire.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/beicsbetws1/mountain_bike.jpg,official-website/mountain_bike-a9505968b4.jpg,mountain bike.jpg,210890,downloaded
