platform,page_url,image_url,file,alt,bytes,status
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/38251/Beics_Betws_Mountain_Bike_Hire.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/beicsbetws1/bikers.jpg,official-website/bikers-efcfcbdbae.jpg,bikers.jpg,69396,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/5681/Golf_Club_Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/lady_golfers.jpg,official-website/lady_golfers-19a7b42bd6.jpg,lady golfers.jpg,31961,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/5681/Golf_Club_Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/ladies_in_a_buggy.jpg,official-website/ladies_in_a_buggy-0b54a44914.jpg,ladies in a buggy.jpg,30573,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/5681/Golf_Club_Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/sand_rake.jpg,official-website/sand_rake-2f278d600a.jpg,sand rake.jpg,27260,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/5681/Golf_Club_Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/clubhouse_rake.jpg,official-website/clubhouse_rake-3ca9fd5c9c.jpg,clubhouse rake.jpg,25520,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/5681/Golf_Club_Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/robdavies/blossom_2.jpg,official-website/blossom_2-7eb3d2cf42.jpg,blossom.jpg,42273,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/1392/Gwydyr_Stables_Riding___Trekking_Stables.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/man_with_horse.jpg,official-website/man_with_horse-7bdc7ead9e.jpg,man with horse.jpg,8097,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/1392/Gwydyr_Stables_Riding___Trekking_Stables.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/nice.gif,official-website/nice-60d04f0110.gif,nice.gif,10307,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/33061/Oaklands_Outdoors.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/COBDENS_JUMP.jpg,official-website/COBDENS_JUMP-4eca5cd73e.jpg,COBDENS JUMP.jpg,38531,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/33061/Oaklands_Outdoors.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/North_to_the_Glyders.JPG,official-website/North_to_the_Glyders-0328178b98.jpg,glyders,46714,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/33061/Oaklands_Outdoors.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/Pictures_4_website_016_resize.jpg,official-website/Pictures_4_website_016_resize-d46a6af043.jpg,Pictures 4 website 016_resize.jpg,55670,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/33061/Oaklands_Outdoors.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/Pictures_4_website_027_resize.jpg,official-website/Pictures_4_website_027_resize-affcafb4ee.jpg,Pictures 4 website 027_resize.jpg,32276,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/33061/Oaklands_Outdoors.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/oaklands1/Pictures_4_website_048_resize.jpg,official-website/Pictures_4_website_048_resize-aa6f2cb6d1.jpg,Pictures 4 website 048_resize.jpg,36782,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/513/Seren_Ventures.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/Seren_Abseil_Doubles.jpg,official-website/Seren_Abseil_Doubles-004e8facc8.jpg,Seren Abseil-Doubles.jpg,11111,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/513/Seren_Ventures.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/Snowdon_Horseshoe_Jonathan.jpg,official-website/Snowdon_Horseshoe_Jonathan-1872664295.jpg,Crib Goch on the Snowdon Horseshoe,10271,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/513/Seren_Ventures.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/Night_Navigation.jpg,official-website/Night_Navigation-6bf8970992.jpg,Night navigation in Snowdonia,2818,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/513/Seren_Ventures.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/SerenSouth_to_Tryfan.jpg,official-website/SerenSouth_to_Tryfan-fe4c5db787.jpg,SerenSouth-to-Tryfan.jpg,14115,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/activity_providers/item/513/Seren_Ventures.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/laurence/LibertyGorgeWalk.jpg,official-website/LibertyGorgeWalk-b5da9ef053.jpg,Gorge Walking in Snowdonia,23699,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/61/Bodnant_Garden.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/Laburnum_Arch_300_pixels.jpg,official-website/Laburnum_Arch_300_pixels-517f027af9.jpg,Laburnum Arch 300 pixels.jpg,26511,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/61/Bodnant_Garden.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/Rhododendron_Walk.jpg,official-website/Rhododendron_Walk-f02b3ff38e.jpg,Rhododendron Walk.jpg,47689,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/61/Bodnant_Garden.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/Terraces_350_pixels.jpg,official-website/Terraces_350_pixels-7f9633336b.jpg,Terraces 350 pixels.jpg,39624,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/61/Bodnant_Garden.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/North_Garden_350_pieels.jpg,official-website/North_Garden_350_pieels-5aa2b93711.jpg,North Garden 350 pieels.jpg,34702,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/61/Bodnant_Garden.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/bodnant/416095Rhododendron_Walk.jpg,official-website/Rhododendron_Walk-f02b3ff38e.jpg,Rhododendron Walk.jpg,47689,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1010/Attractions_of_North_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/dolbadarn_castle.jpg,official-website/dolbadarn_castle-be4475cfd8.jpg,dolbadarn castle.jpg,61891,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1010/Attractions_of_North_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/snowdon7.jpg,official-website/snowdon7-96cc7dc68d.jpg,snowdon7.jpg,37101,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1010/Attractions_of_North_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/Terraces_350_pixels.jpg,official-website/Terraces_350_pixels-e8aaf51a6b.jpg,Terraces_350_pixels.jpg,39617,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/11361/Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/walking1/2014_12_13_10.55.14.jpg,official-website/2014_12_13_10-55-14-90fc178420.jpg,Capel Curig Bridge,36628,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/11361/Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/walking1/SWF10.jpg,official-website/SWF10-c60bd5fcf5.jpg,Llyn Crafnant,43603,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/11361/Betws_y_Coed.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/walking1/Llyn_Crafnantaaaaaa.jpg,official-website/Llyn_Crafnantaaaaaa-5fd81be79d.jpg,Llyn Crafnantaaaaaa.jpg,41922,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5471/Conwy_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Conwy_Castle_and_boats.jpg,official-website/Conwy_Castle_and_boats-fa3b83e915.jpg,Conwy Castle and boats.jpg,51306,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5471/Conwy_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Conwy_Castle_birds_eye_view.jpg,official-website/Conwy_Castle_birds_eye_view-7267fb5b45.jpg,Conwy Castle birds eye view.jpg,49219,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5471/Conwy_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Conwy_Castle_children_running_2.jpg,official-website/Conwy_Castle_children_running_2-5419d81662.jpg,Conwy Castle children running.jpg,36174,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5471/Conwy_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Conwy_Castle_view.jpg,official-website/Conwy_Castle_view-49fda0626f.jpg,Conwy Castle view.jpg,43333,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1159/Conwy_Valley_Railway_Museum.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum6.jpg,official-website/conwy_valley_railway_museum6-323f261691.jpg,conwy valley railway museum6.jpg,43946,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1159/Conwy_Valley_Railway_Museum.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum4.jpg,official-website/conwy_valley_railway_museum4-19c7aee40b.jpg,conwy valley railway museum4.jpg,42475,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1159/Conwy_Valley_Railway_Museum.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum3.jpg,official-website/conwy_valley_railway_museum3-bcaa05042d.jpg,conwy valley railway museum3.jpg,40769,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1159/Conwy_Valley_Railway_Museum.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum1.jpg,official-website/conwy_valley_railway_museum1-a2a2e8fc6a.jpg,conwy valley railway museum1.jpg,43348,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1159/Conwy_Valley_Railway_Museum.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/conwy_valley_railway_museum2.jpg,official-website/conwy_valley_railway_museum2-053078c450.jpg,conwy valley railway museum2.jpg,41814,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/6821/Dolwyddelan_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Dolwyddelan_Castle_03.jpg,official-website/Dolwyddelan_Castle_03-fdcb529a12.jpg,Dolwyddelan_Castle_03.jpg,37944,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/6821/Dolwyddelan_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Dolwyddelan_Castle_02.jpg,official-website/Dolwyddelan_Castle_02-ab0190607c.jpg,Dolwyddelan_Castle_02.jpg,27108,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/6821/Dolwyddelan_Castle.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Dolwyddelan_Castle_04.jpg,official-website/Dolwyddelan_Castle_04-02b901d5a2.jpg,Dolwyddelan_Castle_04.jpg,28051,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1554/Great_Orme_Tramway.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tramway/tram_06_20.jpg,official-website/tram_06_20-b15bd4aeb7.jpg,tram 06_20.jpg,81674,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1554/Great_Orme_Tramway.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tramway/Tram_1.jpg,official-website/Tram_1-6124fa2908.jpg,Tram 1.jpg,33022,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1554/Great_Orme_Tramway.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tramway/Tram_004_192.jpg,official-website/Tram_004_192-11ecdcc5ae.jpg,Tram 004 192.jpg,23686,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1554/Great_Orme_Tramway.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tramway/Tram_7.jpg,official-website/Tram_7-189c793ba5.jpg,Tram 7.jpg,31321,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5711/Plas_Mawr.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Plas_Mawr_hall.jpg,official-website/Plas_Mawr_hall-d7782ebcaf.jpg,Plas Mawr hall.jpg,51116,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5711/Plas_Mawr.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/fireplace.jpg,official-website/fireplace-ff61036d77.jpg,fireplace.jpg,45395,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5711/Plas_Mawr.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Plas_Mawr_kitchen.jpg,official-website/Plas_Mawr_kitchen-4a8aee8ef2.jpg,Plas Mawr kitchen.jpg,47753,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/5711/Plas_Mawr.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/moseleyc/Plas_Mawr_bedroom.jpg,official-website/Plas_Mawr_bedroom-44e7be0440.jpg,Plas Mawr bedroom.jpg,42103,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/1321/The_Riverside_Continental_Chocolate_House.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tina/map055.jpg,official-website/map055-fcdb498557.jpg,map055.jpg,13413,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/73/Welsh_Mountain_Zoo___National_Zoo_of_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/Snow_Leopard_Steve_Lewis__3.jpg,official-website/Snow_Leopard_Steve_Lewis__3-d1947042d1.jpg,Snow Leopard (Steve Lewis).jpg,43339,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/73/Welsh_Mountain_Zoo___National_Zoo_of_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/chicopose.JPG,official-website/chicopose-adbb0660be.jpg,chicopose.JPG,52548,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/73/Welsh_Mountain_Zoo___National_Zoo_of_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/lar_gibbon.jpg,official-website/lar_gibbon-b0d27d40e1.jpg,lar gibbon.jpg,81881,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/73/Welsh_Mountain_Zoo___National_Zoo_of_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/meerkat2.jpg,official-website/meerkat2-b9f4a6728f.jpg,meerkat2.jpg,40784,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/73/Welsh_Mountain_Zoo___National_Zoo_of_Wales.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/welshzoo1/DSCF0409.jpg,official-website/DSCF0409-3b8c0a548f.jpg,DSCF0409.jpg,53735,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/894/Trefriw_Woollen_Mills_.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/Turbine_Room_6786.jpg,official-website/Turbine_Room_6786-b65616a516.jpg,TURBINE,73850,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/894/Trefriw_Woollen_Mills_.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/P1250183.JPG,official-website/P1250183-1ddd09f293.jpg,WEAVER'S GARDEN,93769,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/894/Trefriw_Woollen_Mills_.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/Trefriw_Autumn_7690.jpg,official-website/Trefriw_Autumn_7690-5ea2d81705.jpg,TREFRIW VILLAGE,68234,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/894/Trefriw_Woollen_Mills_.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/Tea_Room_6807.jpg,official-website/Tea_Room_6807-9a15a86b06.jpg,TEAROOM,71463,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/attractions/item/894/Trefriw_Woollen_Mills_.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/klew/Shop_Counter_lg_web_6522_2.jpg,official-website/Shop_Counter_lg_web_6522_2-841b041247.jpg,SHOP,89542,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/98/Bridge_Restaurant_and_Bar_1815.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/Lowri/waterloo_feat_bridgerestaurant.jpg,official-website/waterloo_feat_bridgerestaurant-b1f8cff83d.jpg,waterloo feat-bridgerestaurant.jpg,26778,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/98/Bridge_Restaurant_and_Bar_1815.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/Lowri/Bar_Image.jpg,official-website/Bar_Image-91fe5fe970.jpg,Bar,33578,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_1252.jpg,official-website/DSC_1252-fdc1068b7d.jpg,llugwy,11554,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/puds.jpg,official-website/puds-00ac37c596.jpg,dessert,10446,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_1264.jpg,official-website/DSC_1264-3390b99915.jpg,river restaurant,12084,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_0630.jpg,official-website/DSC_0630-83c61e6376.jpg,david cox suite,10799,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/royalfront.jpg,official-website/royalfront-af26f42890.jpg,royalfront.jpg,23746,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1107/Y_Stablau.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/ystablau.jpg,official-website/ystablau-7b05dd498c.jpg,ystablau,10961,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1111/Dragon__Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/dragontable.jpg,official-website/dragontable-5ff6c17d6e.jpg,dragontable.jpg,61805,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1112/Glan_Aber.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/dining_single_table2_250.jpg,official-website/dining_single_table2_250-c40450097b.jpg,dining single table2-250.jpg,21821,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1112/Glan_Aber.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/bar250.jpg,official-website/bar250-2a598dc6d5.jpg,bar250.jpg,24281,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1742/Tu_Hwnt_I_r_Bont.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tuhwnt/TUHWNTIRBONT02_350.jpg,official-website/TUHWNTIRBONT02_350-8c24d548d4.jpg,TUHWNTIRBONT02 350.jpg,60130,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1742/Tu_Hwnt_I_r_Bont.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tuhwnt/TUHWNTIRBONT05_350.jpg,official-website/TUHWNTIRBONT05_350-6c77104fe4.jpg,TUHWNTIRBONT05 350.jpg,41232,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/1742/Tu_Hwnt_I_r_Bont.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/tuhwnt/Dec_2007_350.jpg,official-website/Dec_2007_350-810c177855.jpg,Dec 2007 - 350.jpg,36051,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3531/The_Glan_Aber_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/Glan_Aber_Blue_Sky.gif,official-website/Glan_Aber_Blue_Sky-581b0c9257.gif,GGA Outside Blue Sky,59413,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3531/The_Glan_Aber_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/G_REST_2.jpg,official-website/G_REST_2-518b423db1.jpg,G REST 2.jpg,33272,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3531/The_Glan_Aber_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/Wine_and_Roses.gif,official-website/Wine_and_Roses-fdcfbb11a2.gif,Wine-and-Roses.gif,62980,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3531/The_Glan_Aber_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/GA_Garden.gif,official-website/GA_Garden-75685cd270.gif,GA-Garden.gif,75098,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/14411/Ty_Gwyn_Inn_and_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/Lounge_in_the_Ty_Gwyn_Inn.jpg,official-website/Lounge_in_the_Ty_Gwyn_Inn-8116178ee0.jpg,Lounge in the Ty Gwyn Inn.jpg,110443,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/14411/Ty_Gwyn_Inn_and_Restaurant.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/ty_gwyn_Inn_bar.jpg,official-website/ty_gwyn_Inn_bar-8079f2ad68.jpg,ty gwyn Inn bar.jpg,30233,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Hotel_3.jpg,official-website/Hotel_3-ed76657a0b.jpg,Craig-y-Dderwen,43341,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Resaurant_2.jpg,official-website/Resaurant_2-92c5c9a00d.jpg,Restaurant,45785,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Restaurant_1.jpg,official-website/Restaurant_1-a3311e0d3d.jpg,Rest table,44938,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Back_View_sm.JPG,official-website/Back_View_sm-1c616cb336.jpg,Back View sm.JPG,44645,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Garden_1.jpg,official-website/Garden_1-f8597de9f7.jpg,Garden 2,44719,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/893/Riverside_Restaurant_at_the_Craig_y_Dderwen_Hotel.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/dderwen/Bar_1.jpg,official-website/Bar_1-f25faeed12.jpg,Bar,47403,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/GGA_Bar_Lounge_NEW.gif,official-website/GGA_Bar_Lounge_NEW-3e03b6ef77.gif,GGA Bar Lounge New,69331,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/CRW_0397.gif,official-website/CRW_0397-833d294054.gif,GGA Bar Lounge Alt,63966,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/GGA_Bar_.gif,official-website/GGA_Bar_-6e709452c3.gif,GGA BAR,65288,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/CRW_0406.gif,official-website/CRW_0406-6abcedc1b6.gif,GGA Bar Lounge Low View,63752,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/76.A_promise_of_things_to_come.jpg,official-website/76-A_promise_of_things_to_come-959f23ba0e.jpg,76.A promise of things to come.jpg,47670,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/PortmeirionSnowdon.jpg,official-website/PortmeirionSnowdon-79451418fd.jpg,PortmeirionSnowdon.jpg,32834,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/which_way.jpg,official-website/which_way-58df594691.jpg,which way.jpg,28556,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,https://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/DolbadarnCastle.jpg,official-website/DolbadarnCastle-013c460b5b.jpg,DolbadarnCastle.jpg,86477,downloaded
